address,address2,almond,beverageonly,city,co_brander_cd,combostore,country,county,dma_cd,drivein,dunkincardenabled,faxnumber,fri_hours,k_cup,lat,lng,loyalty,mobile,mon_hours,phonenumber,postal,recordid,sat_hours,sitetype,statename,sun_hours,thu_hours,tue_hours,turbooven,wed_hours,wireless
956 E. Roosevelt Rd,,Y,N,Wheaton,,N,US,Du Page,602,Y,Y,630-682-2581,24HOURS,Y,41.858674,-88.092331,Y,Y,24HOURS,630-682-2580,60187,346262,24HOURS,EC,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
6001 West Addison Ave,,Y,N,Chicago,,Y,US,COOK,602,Y,Y,--,24HOURS,Y,41.945609,-87.776639,Y,Y,24HOURS,773-202-1915,60634,339721,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
5130 N. Broadway St,,Y,N,Chicago,,Y,US,Cook,602,Y,Y,--,24HOURS,Y,41.975531,-87.659913,Y,Y,24HOURS,773-878-4623,60640,345349,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
407 S. Lincolnway,PO Box 278,Y,N,North Aurora,,Y,US,Kane,602,Y,Y,630-906-4042,04:00-22:00,Y,41.790725,-88.32179,Y,Y,04:00-22:00,630-906-4040,60542,336427,04:00-22:00,FS,IL,04:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
2S 721 State Route 59,,Y,N,Warrenville,,N,US,DuPage,602,Y,Y,630-393-064,05:00-22:00,Y,41.82836,-88.20082,Y,Y,05:00-22:00,630-393-1025,60555,351073,05:00-22:00,EC,IL,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
5000 W. Irving Park Rd,,Y,N,Chicago,,Y,US,Cook,602,Y,Y,773-545-0510,24HOURS,Y,41.953581,-87.752608,Y,Y,24HOURS,773-545-0515,60641,301316,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
4359 N. Pulaski Ave,,Y,N,Chicago,,N,US,COOK,602,N,Y,--,06:00-22:00,N,41.960801,-87.727701,Y,Y,06:00-22:00,312-217-5272,60641,339816,06:00-22:00,GC,IL,06:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,E
95 NW 167th St,,,N,North Miami Beach,,Y,US,Miami-Dade,528,Y,Y,--,24HOURS,Y,25.928252,-80.202163,Y,Y,24HOURS,305-655-0101,33169,304593,24HOURS,FS,FL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2800 W. Lawrence Ave,,Y,N,Chicago,,N,US,Cook,602,N,Y,312-226-8807,05:00-22:00,Y,41.968793,-87.699144,Y,Y,05:00-22:00,312-226-8800,60625,342394,05:00-22:00,GC,IL,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,E
3359 N. Harlem Ave,,Y,N,Chicago,,N,US,Cook,602,N,Y,--,05:00-19:00,Y,41.941516,-87.806484,Y,Y,05:00-19:00,773-481-0385,60634,310045,05:00-19:00,EC,IL,06:00-14:00,05:00-19:00,05:00-19:00,Y,05:00-19:00,Y
2316-C Bel Air Rd,Route 1,Y,N,Fallston,,N,US,HARFORD,512,N,Y,410-877-2446,04:30-21:00,Y,39.494999,-76.391699,Y,Y,04:30-21:00,410-877-2445,21047,342372,04:30-21:00,IN,MD,04:30-20:00,04:30-21:00,04:30-21:00,Y,04:30-21:00,Y
4821 N. Kedzie Ave,,Y,N,Chicago,,Y,US,Cook,602,N,Y,847-559-0441,04:00-22:00,,41.969103,-87.708152,Y,Y,04:00-22:00,773-463-2691,60625,340379,04:00-22:00,EC,IL,04:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
4245 N. Milwaukee Ave,,Y,N,Chicago,,N,US,Cook,602,N,Y,773-427-6414,05:00-20:00,Y,41.958033,-87.75215,Y,Y,05:00-20:00,773-427-4245,60630,343828,05:00-20:00,FS,IL,05:00-19:00,05:00-20:00,05:00-20:00,Y,05:00-20:00,Y
8257 W. Belmont Ave,,Y,N,River Grove,,Y,US,Cook,602,N,Y,--,24HOURS,Y,41.93734,-87.833039,Y,Y,24HOURS,708-453-7944,60171,308162,24HOURS,IN,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1 E Saint Charles Rd,,Y,N,Lombard,,N,US,DU PAGE,602,N,Y,--,05:00-18:00,Y,41.887171,-88.018176,Y,Y,05:00-18:00,630-620-0366,60148,340809,05:00-18:00,GC,IL,04:30-19:00,05:00-18:00,05:00-18:00,Y,05:00-18:00,Y
1127 W Bryn Mawr Ave,CTA,,N,Chicago,,N,US,Cook,602,N,Y,773-262-2226,05:00-21:00,Y,41.983558,-87.659085,Y,Y,05:00-21:00,773-561-3315,60660,308683,05:00-21:00,MT,IL,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
5200 N. Lincoln Ave,,Y,N,Chicago,,Y,US,Cook,602,N,Y,--,24HOURS,Y,41.975933,-87.692436,Y,Y,24HOURS,773-784-5070,60625,306753,24HOURS,EC,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
506 W North Ave,,Y,N,Elmhurst,,Y,US,DU PAGE,602,Y,Y,630-279-9348,24HOURS,Y,41.905833,-87.95969,Y,Y,24HOURS,630-279-1933,60126,336501,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
6408 W. Irving Park Rd,,Y,N,Chicago,,Y,US,Cook,602,N,Y,773-545-0510,04:00-22:00,Y,41.95287,-87.786744,Y,Y,04:00-22:00,773-545-9875,60634,330136,04:00-22:00,EC,IL,05:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
4045 W Lawrence Ave,,Y,N,Chicago,,Y,US,COOK,602,Y,Y,773-248-7773,24HOURS,Y,41.967994,-87.729644,Y,Y,24HOURS,773-427-9777,60630,301124,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
500 Bridgeville Hwy,,,N,Seaford,,N,US,Sussex,576,Y,Y,410-820-8219,04:00-23:00,Y,38.648514,-75.608501,Y,Y,04:00-22:00,302-629-6767,19973,306816,04:00-23:00,FS,DE,04:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
10131 W Grand Ave,,Y,N,Franklin Park,,Y,US,COOK,602,Y,Y,847-288-9271,24HOURS,Y,41.929832,-87.878516,Y,Y,24HOURS,847-288-9261,60131,336650,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2933 Kirk Rd,Unit A,Y,N,Aurora,,N,US,Dupage,602,Y,Y,--,04:00-22:00,Y,41.815751,-88.279142,Y,Y,04:00-22:00,630-978-1347,60502,345725,05:00-22:00,EC,IL,06:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
4350 N. Central Ave,,Y,N,Chicago,,N,US,Cook,602,N,Y,--,24HOURS,Y,41.960031,-87.767407,Y,Y,24HOURS,773-545-7980,60634,345317,24HOURS,EC,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
600 S. County Farm Rd,,Y,N,Wheaton,,N,US,Du Page,602,N,Y,630-501-1516,05:00-20:00,Y,41.85887,-88.143072,Y,Y,05:00-20:00,630-462-3722,60187,345200,05:00-20:00,IN,IL,05:00-20:00,05:00-20:00,05:00-20:00,Y,05:00-20:00,Y
7171 W Irving Park Rd,,Y,N,Chicago,,Y,US,COOK,602,Y,Y,773-286-1696,24HOURS,Y,41.952494,-87.806269,Y,Y,24HOURS,773-286-1668,60634,300938,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1928-A Pulaski Hwy,,Y,N,Edgewood,,N,US,Frederick,512,Y,Y,410-676-1313,04:00-22:00,Y,39.43571,-76.31415,Y,Y,04:00-22:00,410-676-1113,21040,345545,04:00-22:00,EC,MD,04:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
4867 N. Milwaukee Ave,,Y,N,Chicago,,Y,US,Cook,602,N,Y,--,24HOURS,Y,41.969133,-87.761686,Y,Y,24HOURS,773-202-0988,60630,307724,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
5723 N. California Ave,,Y,N,Chicago,,N,US,Cook,602,N,Y,--,24HOURS,Y,41.985629,-87.69909,Y,Y,24HOURS,773-334-5980,60659,300537,24HOURS,EC,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1954 W Peterson Ave,,Y,N,Chicago,,N,US,COOK,602,N,Y,--,04:00-22:00,Y,41.990792,-87.679194,Y,Y,04:00-22:00,773-274-3939,60660,300548,04:00-22:00,EC,IL,05:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
5050 N Cicero Ave,,Y,N,Chicago,,Y,US,Cook,602,N,Y,773-836-4933,04:00-23:00,Y,41.973342,-87.748172,Y,Y,04:00-23:00,773-481-1488,60630,337587,04:00-23:00,IN,IL,05:00-23:00,04:00-23:00,04:00-23:00,Y,04:00-23:00,Y
39600 E Ann Arbor Rd,,Y,N,Plymouth,,N,US,WAYNE,505,Y,Y,--,24HOURS,Y,42.359737,-83.432499,Y,Y,24HOURS,734-459-5944,48170,302232,24HOURS,GC,MI,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
6332 N Broadway St,,Y,N,Chicago,,N,US,Cook,602,Y,Y,773-761-3422,24HOURS,Y,41.997345,-87.660663,Y,Y,24HOURS,773-973-0829,60660,306072,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1165 W 49th St,,,N,Hialeah,,N,US,Miami-Dade,528,N,Y,--,24HOURS,Y,25.866657,-80.306088,Y,Y,24HOURS,305-828-6944,33012,308213,24HOURS,IN,FL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
6250 N Clark St,,Y,N,Chicago,,Y,US,COOK,602,Y,Y,773-248-7773,24HOURS,Y,41.995781,-87.670425,Y,Y,24HOURS,773-338-2700,60660,303383,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
16171 Biscayne Blvd,(Avanti Plaza),,N,Miami,,N,US,MIAMI-DADE,528,N,Y,305-754-6225,05:00-19:00,Y,25.925438,-80.153867,Y,Y,05:00-18:00,305-945-8424,33160,330260,05:00-18:00,IN,FL,06:00-18:00,05:00-18:00,05:00-18:00,Y,05:00-18:00,Y
1200 W. Loyola Ave,,Y,N,Chicago,,N,US,COOK,602,N,Y,--,24HOURS,N,42.000798,-87.661114,Y,Y,24HOURS,773-381-7478,60626,336090,24HOURS,IN,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,E
257 Genesis Dr,,,N,North Aurora,,N,US,Kane,602,Y,Y,--,24HOURS,Y,41.800246,-88.375808,N,N,24HOURS,630-701-2463,60542,352829,24HOURS,EC,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,N
936 N York Rd,,Y,N,Elmhurst,,Y,US,DU PAGE,602,Y,Y,630-530-9299,24HOURS,Y,41.928619,-87.939931,Y,Y,24HOURS,630-530-9292,60126,303395,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
5949 W Higgins Rd,,Y,N,Chicago,MOB,N,US,Cook,602,N,Y,773-286-6053,04:00-22:00,Y,41.972948,-87.777891,Y,Y,04:00-22:00,773-202-8977,60630,343827,04:00-22:00,GC,IL,05:00-17:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,E
6254 N Western Ave,,Y,N,Chicago,,Y,US,COOK,602,N,Y,--,24HOURS,Y,41.995672,-87.689975,Y,Y,24HOURS,773-274-0094,60659,306021,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
3467 NE 163rd St,,,N,North Miami Beach,,N,US,Miami-Dade,528,N,Y,305-949-4499,05:30-20:30,Y,25.929143,-80.135805,Y,Y,05:30-20:30,305-949-4488,33160,343805,05:30-20:30,IN,FL,05:30-20:30,05:30-20:30,05:30-20:30,Y,05:30-20:30,Y
3401 W. Peterson Ave,,Y,N,Chicago,,Y,US,Cook,602,Y,Y,--,24HOURS,Y,41.990066,-87.714159,Y,Y,24HOURS,773-267-6777,60659,343093,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
9280 Irving Park Rd,,Y,N,Schiller Park,,N,US,Cook,602,N,Y,--,03:30-22:00,Y,41.954346,-87.859417,Y,Y,03:30-22:00,847-447-3298,60176,308781,03:30-22:00,IN,IL,04:00-21:00,03:30-22:00,03:30-22:00,Y,03:30-22:00,Y
315 High St,Suite 100,Y,N,Chestertown,,N,US,Kent,512,N,Y,410-810-0464,05:00-18:00,Y,39.209392,-76.067342,Y,Y,05:00-18:00,410-778-6211,21620,331698,05:00-18:00,SI,MD,05:00-18:00,05:00-18:00,05:00-18:00,Y,05:00-18:00,Y
7801 W. Lawrence Ave,,Y,N,Norridge,,N,US,Cook,602,N,Y,--,24HOURS,Y,41.966663,-87.822208,Y,Y,24HOURS,708-453-2002,60706,301358,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
5205 N Nagle Avenue,,Y,N,Chicago,,Y,US,COOK,602,N,Y,--,24HOURS,Y,41.976208,-87.787757,Y,Y,24HOURS,773-763-7160,60630,342335,24HOURS,EC,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2100 Woodward Ave,Comerica Park,,,Detroit,DNC,N,US,Wayne,505,N,N,--,,,42.339596,-83.049527,,N,,--,48201,353266,,ST,MI,,,,,,
22W251 North Ave,,Y,N,Glen Ellyn,,N,US,Du Page,602,Y,Y,630-469-2046,24HOURS,Y,41.903156,-88.058989,Y,Y,24HOURS,630-469-1999,60137,301869,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2100 Woodward Ave,Comerica Park,,,Detroit,DNC,N,US,Wayne,505,N,N,--,,,42.339615,-83.047516,,N,,--,48201,353265,,ST,MI,,,,,,
3132 W. Devon Ave,,Y,N,Chicago,,Y,US,Cook,602,Y,Y,773-743-8791,24HOURS,Y,41.997537,-87.708483,Y,Y,24HOURS,773-262-4561,60659,300729,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
11301 NW 27th Ave,,,N,Miami,,N,US,Miami-Dade,528,Y,Y,--,05:00-22:00,Y,25.877575,-80.242582,Y,Y,05:00-22:00,855-336-6887,33167,349261,05:00-22:00,GC,FL,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
4121 N Mannheim Rd,,Y,N,Schiller Park,BP,N,US,Cook,602,Y,Y,847-671-8027,24HOURS,Y,41.953502,-87.885314,Y,Y,24HOURS,847-671-8027,60176,348499,24HOURS,GC,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
6970 N Clark St,,Y,N,Chicago,,N,US,COOK,602,N,Y,--,24HOURS,Y,42.008525,-87.674066,Y,Y,24HOURS,773-508-0433,60626,307249,24HOURS,IN,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
402 E. High St,,,N,Carlisle,,N,US,Cumberland,566,Y,Y,717-810-1846,04:00-21:00,Y,40.20045,-77.180053,Y,Y,04:00-21:00,717-960-0093,17013,342393,04:00-21:00,FS,PA,04:00-21:00,04:00-21:00,04:00-21:00,Y,04:00-21:00,Y
845 E. 49th St,,,N,Hialeah,,N,US,Miami-Dade,528,N,Y,--,24HOURS,Y,25.867437,-80.265708,Y,Y,24HOURS,786-413-3913,33013,301430,24HOURS,FS,FL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
110 W. Roosevelt Rd,,Y,N,West Chicago,,N,US,Du Page,602,Y,Y,630-876-8563,04:00-19:00,Y,41.865253,-88.204556,Y,Y,04:00-19:00,630-876-8560,60185,343263,04:00-18:00,FS,IL,04:00-18:00,04:00-19:00,04:00-19:00,Y,04:00-19:00,Y
9406 Telegraph Rd,,Y,N,Redford,,Y,US,WAYNE,505,Y,Y,313-535-0702,04:30-00:00,Y,42.363736,-83.274951,Y,Y,04:30-00:00,313-535-0700,48239,337855,04:30-00:00,FS,MI,04:30-00:00,04:30-00:00,04:30-00:00,Y,04:30-00:00,Y
317 S Schmale Rd,,Y,N,Carol Stream,,N,US,DuPage,602,Y,Y,--,04:00-22:00,Y,41.895726,-88.101488,Y,Y,04:00-22:00,630-517-0279,60188,349378,04:00-22:00,FS,IL,05:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
3946 W Devon Ave,,Y,N,Lincolnwood,,Y,US,COOK,602,N,Y,847-677-7177,24HOURS,Y,41.997596,-87.727937,Y,Y,24HOURS,847-677-7077,60712,338152,24HOURS,IN,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
33 E Lake St,,Y,N,Addison,,Y,US,Du Page,602,Y,Y,--,04:00-23:00,Y,41.93121,-87.987199,Y,Y,04:00-23:00,630-279-7125,60101,336533,04:00-23:00,FS,IL,04:00-23:00,04:00-23:00,04:00-23:00,Y,04:00-23:00,Y
4740 N River Road,,Y,N,Schiller Park,,Y,US,COOK,602,Y,Y,847-671-9589,04:00-22:00,Y,41.965604,-87.861652,Y,Y,04:00-22:00,847-671-9588,60176,342442,04:00-22:00,EC,IL,04:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,Y
5050 N. Cumberland Ave,,Y,N,Norridge,,N,US,Cook,602,N,Y,--,24HOURS,Y,41.972175,-87.837053,Y,Y,24HOURS,708-452-0870,60706,308843,24HOURS,EC,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
712 N Hanover St,#718,,N,Carlisle,HES,N,US,Cumberland,566,N,N,--,24HOURS,Y,40.21019,-77.183108,,N,24HOURS,--,17013,347282,24HOURS,HE,PA,24HOURS,24HOURS,24HOURS,N,24HOURS,E
27w095 Geneva Rd,,Y,N,Winfield,,N,US,DU PAGE,602,N,Y,--,04:00-19:00,Y,41.887572,-88.148576,Y,Y,04:00-19:00,630-665-7781,60190,310164,04:00-19:00,IN,IL,05:00-18:00,04:00-19:00,04:00-19:00,Y,04:00-19:00,Y
3004 Emmorton Rd,,Y,N,Abingdon,,N,US,Harford,512,Y,Y,410-569-1104,04:00-21:00,Y,39.476769,-76.310174,Y,Y,04:00-21:00,410-569-1103,21009,346048,04:00-21:00,FS,MD,04:00-21:00,04:00-21:00,04:00-21:00,Y,04:00-21:00,Y
7553 N Paulina St,,,N,Chicago,,Y,US,Cook,602,N,Y,--,05:00-21:00,Y,42.01834,-87.673008,Y,Y,05:00-21:00,--,60626,351268,05:00-21:00,SE,IL,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,N
11402 NW 41st Avenue,,,N,Doral,,N,US,Miami-Dade,528,N,Y,--,05:00-22:00,Y,25.810985,-80.38349,Y,Y,05:00-22:00,305-392-3998,33178,342960,05:00-22:00,IN,FL,06:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
18a Bel Air South Parkway,,Y,N,Bel Air,,Y,US,HARFORD,512,Y,Y,302-478-5199,24HOURS,Y,39.497753,-76.326387,Y,Y,24HOURS,410-569-4205,21015,330139,24HOURS,EC,MD,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
330 S. Neltnor Blvd,,Y,N,West Chicago,BRD,Y,US,Du Page,602,Y,Y,630-231-3943,04:00-23:00,Y,41.881239,-88.194772,Y,Y,04:00-23:00,630-231-5640,60185,302946,04:00-23:00,FS,IL,05:00-23:00,04:00-23:00,04:00-23:00,Y,04:00-23:00,Y
6801 N Cicero Ave,,Y,N,Lincolnwood,MAR,N,US,Cook,602,N,Y,--,05:30-23:00,Y,42.00461,-87.747984,Y,Y,05:30-23:00,847-677-0777,60712,350741,05:30-23:00,GC,IL,05:30-23:00,05:30-23:00,05:30-23:00,Y,05:30-23:00,N
7578 N Western Ave,,Y,N,Chicago,,Y,US,COOK,602,Y,Y,773-262-2226,24HOURS,Y,42.019304,-87.690389,Y,Y,24HOURS,773-274-7800,60645,336172,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
106 E North Ave,,Y,N,Carol Stream,SHL,N,US,Dupage,602,Y,Y,--,05:00-22:00,Y,41.903592,-88.119996,Y,Y,05:00-22:00,630-480-0760,60188,351078,05:00-22:00,GC,IL,05:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,N
5284 Anthony Wayne Dr,Wayne State University,Y,N,Detroit,ARA,N,US,Wayne,505,N,N,313-577-7770,,Y,42.358697,-83.071053,,N,07:30-17:00,313-577-8567,48202,352352,,CU,MI,,07:30-17:00,07:30-17:00,Y,07:30-17:00,
6342 N Milwaukee Ave,,Y,N,Chicago,BRD,Y,US,COOK,602,N,Y,773-248-7773,24HOURS,Y,41.995881,-87.786676,Y,Y,24HOURS,773-763-7181,60646,304935,24HOURS,EC,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
3910 W Touhy Ave,,Y,N,Lincolnwood,BRD,Y,US,COOK,602,N,Y,--,04:30-22:00,Y,42.011938,-87.726669,Y,Y,04:30-22:00,847-677-3400,60712,330329,04:30-22:00,EC,IL,05:30-21:30,04:30-22:00,04:30-22:00,Y,04:30-22:00,Y
12561 Biscayne Blvd,,,N,Miami,,N,US,Miami-Dade,528,N,Y,305-891-1029,05:00-20:30,Y,25.891739,-80.162535,Y,Y,05:00-20:30,305-891-1020,33181,343978,05:30-20:00,IN,FL,05:30-20:00,05:00-20:30,05:00-20:30,Y,05:00-20:30,Y
742 W Higgins Rd,Units 7 & 8,Y,N,Park Ridge,,Y,US,Cook,602,N,Y,--,05:00-22:00,Y,41.986378,-87.835056,Y,Y,05:00-22:00,847-823-4300,60068,352190,05:00-22:00,EC,IL,05:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
658 Nw 103rd St,,,N,Miami,,Y,US,MIAMI-DADE,528,Y,Y,305-758-5737,24HOURS,Y,25.869079,-80.209371,Y,Y,24HOURS,305-756-9005,33150,304649,24HOURS,FS,FL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1491 W Roosevelt Rd,,Y,N,West Chicago,CIT,N,US,DU PAGE,602,Y,Y,--,24HOURS,Y,41.876703,-88.234345,Y,Y,24HOURS,630-562-3351,60185,338462,24HOURS,GC,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
7240 W Devon Ave,,Y,N,Chicago,,N,US,Cook,602,N,Y,--,24HOURS,Y,41.99758,-87.80828,Y,Y,24HOURS,773-775-7525,60631,340630,24HOURS,EC,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
5801 N River Rd,CTA,Y,N,Rosemont,,N,US,Cook,602,N,Y,--,04:00-00:00,Y,41.984423,-87.860293,Y,Y,04:00-00:00,847-292-0157,60018,340893,04:00-00:00,MT,IL,05:00-23:00,04:00-00:00,04:00-00:00,Y,04:00-00:00,E
5150 Touhy Ave,,Y,N,Skokie,,Y,US,COOK,602,N,Y,847-982-1827,24HOURS,Y,42.012104,-87.75757,Y,Y,24HOURS,847-982-0000,60077,304563,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1004 W. Irving Park Rd,,Y,N,Bensenville,,N,US,Du Page,602,Y,Y,--,24HOURS,Y,41.960837,-87.95499,Y,Y,24HOURS,630-350-2044,60106,302934,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
5600 Mannheim Rd,O'Hare Intl Airport,Y,N,Chicago,,N,US,Cook,602,N,Y,773-743-8791,24HOURS,Y,41.97545,-87.901254,Y,Y,24HOURS,773-462-1051,60666,336536,24HOURS,AI,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,E
2494 Oakton St,,Y,N,Evanston,SHL,N,US,Cook,602,Y,Y,847-491-9552,04:30-21:00,N,42.025864,-87.708216,Y,Y,04:30-21:00,847-491-9550,60202,348457,04:30-21:00,GC,IL,04:30-21:00,04:30-21:00,04:30-21:00,Y,04:30-21:00,E
2002 W Wilson St,,Y,N,Batavia,,Y,US,Kane,602,Y,Y,630-406-9174,05:00-23:00,Y,41.849409,-88.340743,Y,Y,05:00-23:00,630-406-9170,60510,344422,05:00-23:00,EC,IL,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
2060 NW 107th Ave,Bay #5,,N,Miami,,N,US,Miami-Dade,528,N,Y,--,05:00-22:00,Y,25.792777,-80.369327,Y,Y,05:00-22:00,305-640-1450,33178,346499,06:00-21:00,IN,FL,06:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
7235 N. Caldwell,,Y,N,Niles,CIT,N,US,COOK,602,N,Y,847-647-2058,04:00-22:0024HOURS,Y,42.013334,-87.789087,Y,Y,04:00-22:0024HOURS,847-647-9474,60714,343064,04:00-22:0024HOURS,GC,IL,06:00-21:0024HOURS,04:00-22:0024HOURS,04:00-22:0024HOURS,Y,04:00-22:0024HOURS,Y
14855 Telegraph Rd,,Y,N,Redford,,Y,US,WAYNE,505,Y,Y,313-531-5905,05:00-22:00,Y,42.395973,-83.277869,Y,Y,05:00-22:00,313-531-5903,48239,341073,05:00-22:00,FS,MI,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1750 West Lake St,,Y,N,Addison,,Y,US,DU PAGE,602,Y,Y,--,04:00-23:00,Y,41.949853,-88.030315,Y,Y,04:00-23:00,630-773-9890,60101,336656,04:00-23:00,FS,IL,04:00-23:00,04:00-23:00,04:00-23:00,Y,04:00-23:00,Y
9781 W. Higgins Rd,,Y,N,Rosemont,,N,US,COOK,602,N,Y,847-318-9315,05:00-21:00,Y,41.993982,-87.870213,Y,Y,05:00-21:00,847-318-9314,60018,340253,05:00-21:00,IN,IL,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
7156 N Harlem Ave,,Y,N,Chicago,,N,US,COOK,602,N,Y,773-836-4933,04:00-21:00,Y,42.011612,-87.807014,Y,Y,04:00-21:00,773-792-0044,60631,310140,04:00-21:00,EC,IL,04:00-21:00,04:00-21:00,04:00-21:00,Y,04:00-21:00,Y
1900 Dempster St,,Y,N,Evanston,,Y,US,Cook,602,Y,Y,847-965-9669,04:30-23:00,Y,42.040412,-87.700152,Y,Y,04:30-23:00,847-869-3600,60202,338026,04:30-23:00,EC,IL,04:30-23:00,04:30-23:00,04:30-23:00,Y,04:30-23:00,Y
2600 NW 87th Ave,Unit 7,,N,Miami,,N,US,Miami-Dade,528,N,Y,--,05:00-21:00,Y,25.798925,-80.337485,Y,Y,05:00-22:00,305-629-4401,33172,336117,05:00-21:00,IN,FL,06:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
1612 Benson Ave,CTA,Y,N,Evanston,,N,US,Cook,602,N,Y,847-965-9669,04:30-20:30,N,42.047285,-87.683444,Y,Y,04:30-20:30,847-338-2008,60201,340898,04:30-20:30,MT,IL,06:00-17:00,04:30-20:30,04:30-20:30,Y,04:30-20:30,E
535 Hialeah Dr,,,N,Hialeah,,N,US,Miami-Dade,528,N,Y,--,24HOURS,Y,25.823158,-80.270936,Y,Y,24HOURS,305-889-1003,33010,301347,24HOURS,FS,FL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
516 W. Irving Park Rd,,Y,N,Wood Dale,BRD,Y,US,Du Page,602,Y,Y,630-521-9018,24HOURS,Y,41.966115,-87.997833,Y,Y,24HOURS,630-521-1122,60191,331015,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
7525 N Harlem Ave,,Y,N,Niles,,Y,US,COOK,602,Y,Y,--,24HOURS,Y,42.018024,-87.806497,Y,Y,24HOURS,847-647-7621,60714,306987,24HOURS,FS,IL,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
